plan_index,line_number,motion,movement_type,pcb_x_mm,pcb_y_mm,machine_x_mm,machine_y_mm,programmed_z_mm,surface_z_machine_mm,delta_z_mm,final_z_mm,feed_mm_min,uses_surface_map
217,7,G1,movimiento_lineal,10.4,8.0,110.4,208.0,-0.1,3.4958,0.4958,3.3958,240.0,True
218,7,G1,movimiento_lineal,10.3,8.0,110.3,208.0,-0.1,3.4906,0.49060000000000004,3.3906,240.0,True
219,7,G1,movimiento_lineal,10.2,8.0,110.2,208.0,-0.1,3.4854,0.4854,3.3853999999999997,240.0,True
220,7,G1,movimiento_lineal,10.1,8.0,110.1,208.0,-0.1,3.4802,0.4802,3.3802,240.0,True
221,7,G1,movimiento_lineal,10.0,8.0,110.0,208.0,-0.1,3.475,0.47500000000000003,3.375,240.0,True
222,7,G1,movimiento_lineal,9.9,8.0,109.9,208.0,-0.1,3.4706,0.4706,3.3706,240.0,True
223,7,G1,movimiento_lineal,9.8,8.0,109.8,208.0,-0.1,3.4662,0.4662000000000001,3.3662,240.0,True
224,7,G1,movimiento_lineal,9.7,8.0,109.7,208.0,-0.1,3.4618,0.4618,3.3618,240.0,True
225,7,G1,movimiento_lineal,9.6,8.0,109.6,208.0,-0.1,3.4574,0.45740000000000003,3.3573999999999997,240.0,True
226,7,G1,movimiento_lineal,9.5,8.0,109.5,208.0,-0.1,3.4530000000000003,0.45300000000000007,3.353,240.0,True
227,7,G1,movimiento_lineal,9.4,8.0,109.4,208.0,-0.1,3.4486,0.4486,3.3486,240.0,True
228,7,G1,movimiento_lineal,9.3,8.0,109.3,208.0,-0.1,3.4442,0.44420000000000004,3.3442,240.0,True
229,7,G1,movimiento_lineal,9.2,8.0,109.2,208.0,-0.1,3.4398,0.43979999999999997,3.3398,240.0,True
230,7,G1,movimiento_lineal,9.1,8.0,109.1,208.0,-0.1,3.4354,0.4354,3.3354,240.0,True
231,7,G1,movimiento_lineal,9.0,8.0,109.0,208.0,-0.1,3.431,0.431,3.331,240.0,True
232,7,G1,movimiento_lineal,8.899999999999999,8.0,108.9,208.0,-0.1,3.4266,0.4266,3.3266,240.0,True
233,7,G1,movimiento_lineal,8.8,8.0,108.8,208.0,-0.1,3.4222,0.4222000000000001,3.3222,240.0,True
234,7,G1,movimiento_lineal,8.7,8.0,108.7,208.0,-0.1,3.4177999999999997,0.41779999999999995,3.3177999999999996,240.0,True
235,7,G1,movimiento_lineal,8.6,8.0,108.6,208.0,-0.1,3.4134,0.4134,3.3134,240.0,True
236,7,G1,movimiento_lineal,8.5,8.0,108.5,208.0,-0.1,3.409,0.40900000000000003,3.3089999999999997,240.0,True
237,7,G1,movimiento_lineal,8.4,8.0,108.4,208.0,-0.1,3.4046000000000003,0.40460000000000007,3.3046,240.0,True
238,7,G1,movimiento_lineal,8.3,8.0,108.3,208.0,-0.1,3.4002,0.4002,3.3002,240.0,True
239,7,G1,movimiento_lineal,8.2,8.0,108.2,208.0,-0.1,3.3958,0.39579999999999993,3.2958,240.0,True
240,7,G1,movimiento_lineal,8.1,8.0,108.1,208.0,-0.1,3.3914,0.39139999999999997,3.2914,240.0,True
241,7,G1,movimiento_lineal,8.0,8.0,108.0,208.0,-0.1,3.387,0.387,3.287,240.0,True
242,7,G1,movimiento_lineal,7.9,8.0,107.9,208.0,-0.1,3.3834,0.38339999999999996,3.2834,240.0,True
243,7,G1,movimiento_lineal,7.800000000000001,8.0,107.8,208.0,-0.1,3.3798,0.3798,3.2798,240.0,True
244,7,G1,movimiento_lineal,7.7,8.0,107.7,208.0,-0.1,3.3762,0.3762,3.2762,240.0,True
245,7,G1,movimiento_lineal,7.6000000000000005,8.0,107.6,208.0,-0.1,3.3726000000000003,0.37260000000000004,3.2726,240.0,True
246,7,G1,movimiento_lineal,7.5,8.0,107.5,208.0,-0.1,3.3689999999999998,0.369,3.2689999999999997,240.0,True
247,7,G1,movimiento_lineal,7.3999999999999995,8.0,107.4,208.0,-0.1,3.3654,0.36539999999999995,3.2654,240.0,True
248,7,G1,movimiento_lineal,7.3,8.0,107.3,208.0,-0.1,3.3618,0.3618,3.2618,240.0,True
249,7,G1,movimiento_lineal,7.199999999999999,8.0,107.2,208.0,-0.1,3.3582,0.35819999999999996,3.2582,240.0,True
250,7,G1,movimiento_lineal,7.1,8.0,107.1,208.0,-0.1,3.3546,0.35459999999999997,3.2546,240.0,True
251,7,G1,movimiento_lineal,7.0,8.0,107.0,208.0,-0.1,3.351,0.35100000000000003,3.251,240.0,True
252,7,G1,movimiento_lineal,6.9,8.0,106.9,208.0,-0.1,3.3474,0.3474,3.2474,240.0,True
253,7,G1,movimiento_lineal,6.8,8.0,106.8,208.0,-0.1,3.3438,0.34380000000000005,3.2438,240.0,True
254,7,G1,movimiento_lineal,6.7,8.0,106.7,208.0,-0.1,3.3402,0.34019999999999995,3.2401999999999997,240.0,True
255,7,G1,movimiento_lineal,6.6,8.0,106.6,208.0,-0.1,3.3366,0.3366,3.2365999999999997,240.0,True
256,7,G1,movimiento_lineal,6.5,8.0,106.5,208.0,-0.1,3.333,0.333,3.233,240.0,True
257,7,G1,movimiento_lineal,6.4,8.0,106.4,208.0,-0.1,3.3294,0.3294,3.2294,240.0,True
258,7,G1,movimiento_lineal,6.300000000000001,8.0,106.3,208.0,-0.1,3.3258,0.32580000000000003,3.2258,240.0,True
259,7,G1,movimiento_lineal,6.2,8.0,106.2,208.0,-0.1,3.3222,0.3222,3.2222,240.0,True
260,7,G1,movimiento_lineal,6.1000000000000005,8.0,106.1,208.0,-0.1,3.3186,0.3186000000000001,3.2186,240.0,True
261,7,G1,movimiento_lineal,6.0,8.0,106.0,208.0,-0.1,3.315,0.315,3.215,240.0,True
262,7,G1,movimiento_lineal,5.9,8.0,105.9,208.0,-0.1,3.3122,0.31220000000000003,3.2121999999999997,240.0,True
263,7,G1,movimiento_lineal,5.799999999999999,8.0,105.8,208.0,-0.1,3.3094,0.3094,3.2094,240.0,True
264,7,G1,movimiento_lineal,5.699999999999999,8.0,105.7,208.0,-0.1,3.3066,0.3066,3.2066,240.0,True
265,7,G1,movimiento_lineal,5.6,8.0,105.6,208.0,-0.1,3.3038,0.30379999999999996,3.2037999999999998,240.0,True
266,7,G1,movimiento_lineal,5.5,8.0,105.5,208.0,-0.1,3.301,0.30100000000000005,3.201,240.0,True
267,7,G1,movimiento_lineal,5.3999999999999995,8.0,105.4,208.0,-0.1,3.2982,0.2982,3.1982,240.0,True
268,7,G1,movimiento_lineal,5.3,8.0,105.3,208.0,-0.1,3.2954,0.2954,3.1954,240.0,True
269,7,G1,movimiento_lineal,5.2,8.0,105.2,208.0,-0.1,3.2926,0.29259999999999997,3.1926,240.0,True
270,7,G1,movimiento_lineal,5.1000000000000005,8.0,105.1,208.0,-0.1,3.2898,0.28980000000000006,3.1898,240.0,True
271,7,G1,movimiento_lineal,5.0,8.0,105.0,208.0,-0.1,3.287,0.28700000000000003,3.187,240.0,True
272,7,G1,movimiento_lineal,4.9,8.0,104.9,208.0,-0.1,3.2842000000000002,0.28420000000000006,3.1842,240.0,True
273,7,G1,movimiento_lineal,4.800000000000001,8.0,104.8,208.0,-0.1,3.2814,0.28140000000000004,3.1814,240.0,True
274,7,G1,movimiento_lineal,4.700000000000001,8.0,104.7,208.0,-0.1,3.2786,0.27860000000000007,3.1786,240.0,True
275,7,G1,movimiento_lineal,4.6,8.0,104.6,208.0,-0.1,3.2758000000000003,0.27580000000000005,3.1758,240.0,True
276,7,G1,movimiento_lineal,4.5,8.0,104.5,208.0,-0.1,3.273,0.273,3.173,240.0,True
277,7,G1,movimiento_lineal,4.4,8.0,104.4,208.0,-0.1,3.2702,0.27020000000000005,3.1702,240.0,True
278,7,G1,movimiento_lineal,4.299999999999999,8.0,104.3,208.0,-0.1,3.2674,0.26739999999999997,3.1673999999999998,240.0,True
279,7,G1,movimiento_lineal,4.199999999999999,8.0,104.2,208.0,-0.1,3.2646,0.2646,3.1646,240.0,True
280,7,G1,movimiento_lineal,4.1,8.0,104.1,208.0,-0.1,3.2618,0.26180000000000003,3.1618,240.0,True
281,7,G1,movimiento_lineal,4.0,8.0,104.0,208.0,-0.1,3.259,0.259,3.159,240.0,True
282,7,G1,movimiento_lineal,3.8999999999999986,8.0,103.9,208.0,-0.1,3.257,0.257,3.157,240.0,True
283,7,G1,movimiento_lineal,3.8000000000000007,8.0,103.8,208.0,-0.1,3.255,0.25500000000000006,3.155,240.0,True
284,7,G1,movimiento_lineal,3.6999999999999993,8.0,103.7,208.0,-0.1,3.253,0.253,3.153,240.0,True
285,7,G1,movimiento_lineal,3.6000000000000014,8.0,103.6,208.0,-0.1,3.251,0.25100000000000006,3.151,240.0,True
286,7,G1,movimiento_lineal,3.5,8.0,103.5,208.0,-0.1,3.249,0.24900000000000003,3.149,240.0,True
287,7,G1,movimiento_lineal,3.4000000000000004,8.0,103.4,208.0,-0.1,3.247,0.24700000000000005,3.147,240.0,True
288,7,G1,movimiento_lineal,3.3000000000000007,8.0,103.3,208.0,-0.1,3.245,0.24500000000000005,3.145,240.0,True
289,7,G1,movimiento_lineal,3.200000000000001,8.0,103.2,208.0,-0.1,3.243,0.24300000000000005,3.143,240.0,True
290,7,G1,movimiento_lineal,3.0999999999999996,8.0,103.1,208.0,-0.1,3.241,0.24100000000000002,3.141,240.0,True
291,7,G1,movimiento_lineal,3.0,8.0,103.0,208.0,-0.1,3.239,0.23900000000000005,3.139,240.0,True
292,7,G1,movimiento_lineal,2.9000000000000004,8.0,102.9,208.0,-0.1,3.237,0.23700000000000004,3.137,240.0,True
293,7,G1,movimiento_lineal,2.799999999999999,8.0,102.8,208.0,-0.1,3.235,0.23500000000000001,3.135,240.0,True
294,7,G1,movimiento_lineal,2.6999999999999993,8.0,102.7,208.0,-0.1,3.233,0.233,3.133,240.0,True
295,7,G1,movimiento_lineal,2.5999999999999996,8.0,102.6,208.0,-0.1,3.231,0.23100000000000004,3.131,240.0,True
296,7,G1,movimiento_lineal,2.5,8.0,102.5,208.0,-0.1,3.229,0.22900000000000004,3.129,240.0,True
297,7,G1,movimiento_lineal,2.3999999999999986,8.0,102.4,208.0,-0.1,3.227,0.22699999999999998,3.127,240.0,True
298,7,G1,movimiento_lineal,2.3000000000000007,8.0,102.3,208.0,-0.1,3.225,0.22500000000000003,3.125,240.0,True
299,7,G1,movimiento_lineal,2.1999999999999993,8.0,102.2,208.0,-0.1,3.223,0.223,3.1229999999999998,240.0,True
300,7,G1,movimiento_lineal,2.1000000000000014,8.0,102.1,208.0,-0.1,3.221,0.22100000000000006,3.121,240.0,True
301,7,G1,movimiento_lineal,2.0,8.0,102.0,208.0,-0.1,3.219,0.21900000000000003,3.1189999999999998,240.0,True
302,7,G1,movimiento_lineal,1.9000000000000004,8.0,101.9,208.0,-0.1,3.2178,0.2178,3.1178,240.0,True
303,7,G1,movimiento_lineal,1.8000000000000007,8.0,101.8,208.0,-0.1,3.2166,0.21660000000000004,3.1166,240.0,True
304,7,G1,movimiento_lineal,1.700000000000001,8.0,101.7,208.0,-0.1,3.2154,0.21540000000000004,3.1153999999999997,240.0,True
305,7,G1,movimiento_lineal,1.5999999999999996,8.0,101.6,208.0,-0.1,3.2142,0.21420000000000006,3.1142,240.0,True
306,7,G1,movimiento_lineal,1.5,8.0,101.5,208.0,-0.1,3.213,0.21300000000000002,3.113,240.0,True
307,7,G1,movimiento_lineal,1.4000000000000004,8.0,101.4,208.0,-0.1,3.2118,0.21180000000000002,3.1118,240.0,True
308,7,G1,movimiento_lineal,1.299999999999999,8.0,101.3,208.0,-0.1,3.2106,0.2106,3.1106,240.0,True
309,7,G1,movimiento_lineal,1.1999999999999993,8.0,101.2,208.0,-0.1,3.2094,0.2094,3.1094,240.0,True
310,7,G1,movimiento_lineal,1.0999999999999996,8.0,101.1,208.0,-0.1,3.2082,0.20820000000000002,3.1082,240.0,True
311,7,G1,movimiento_lineal,1.0,8.0,101.0,208.0,-0.1,3.207,0.20700000000000002,3.1069999999999998,240.0,True
312,7,G1,movimiento_lineal,0.8999999999999986,8.0,100.9,208.0,-0.1,3.2058,0.20579999999999998,3.1058,240.0,True
313,7,G1,movimiento_lineal,0.8000000000000007,8.0,100.8,208.0,-0.1,3.2046,0.20460000000000003,3.1046,240.0,True
314,7,G1,movimiento_lineal,0.6999999999999993,8.0,100.7,208.0,-0.1,3.2034,0.2034,3.1033999999999997,240.0,True
315,7,G1,movimiento_lineal,0.6000000000000014,8.0,100.6,208.0,-0.1,3.2022,0.20220000000000005,3.1022,240.0,True
316,7,G1,movimiento_lineal,0.5,8.0,100.5,208.0,-0.1,3.201,0.201,3.101,240.0,True
317,7,G1,movimiento_lineal,0.40000000000000036,8.0,100.4,208.0,-0.1,3.1998,0.19980000000000003,3.0998,240.0,True
318,7,G1,movimiento_lineal,0.3000000000000007,8.0,100.3,208.0,-0.1,3.1986,0.19860000000000003,3.0986,240.0,True
319,7,G1,movimiento_lineal,0.20000000000000107,8.0,100.2,208.0,-0.1,3.1974,0.19740000000000002,3.0974,240.0,True
320,7,G1,movimiento_lineal,0.09999999999999964,8.0,100.1,208.0,-0.1,3.1962,0.19619999999999999,3.0962,240.0,True
321,7,G1,movimiento_lineal,0.0,8.0,100.0,208.0,-0.1,3.195,0.195,3.0949999999999998,240.0,True
322,8,G1,movimiento_lineal,0.0,7.9,100.0,207.9,-0.1,3.1902,0.19020000000000004,3.0902,240.0,True
323,8,G1,movimiento_lineal,0.0,7.8,100.0,207.8,-0.1,3.1854,0.18540000000000004,3.0854,240.0,True
324,8,G1,movimiento_lineal,0.0,7.7,100.0,207.7,-0.1,3.1806,0.18059999999999998,3.0806,240.0,True
325,8,G1,movimiento_lineal,0.0,7.6,100.0,207.6,-0.1,3.1758,0.17579999999999998,3.0758,240.0,True
326,8,G1,movimiento_lineal,0.0,7.5,100.0,207.5,-0.1,3.171,0.171,3.0709999999999997,240.0,True
327,8,G1,movimiento_lineal,0.0,7.4,100.0,207.4,-0.1,3.1662,0.16620000000000004,3.0662,240.0,True
328,8,G1,movimiento_lineal,0.0,7.3,100.0,207.3,-0.1,3.1614,0.16140000000000004,3.0614,240.0,True
329,8,G1,movimiento_lineal,0.0,7.2,100.0,207.2,-0.1,3.1566,0.15659999999999996,3.0566,240.0,True
330,8,G1,movimiento_lineal,0.0,7.1,100.0,207.1,-0.1,3.1518,0.15180000000000002,3.0518,240.0,True
331,8,G1,movimiento_lineal,0.0,7.0,100.0,207.0,-0.1,3.1470000000000002,0.14700000000000002,3.047,240.0,True
332,8,G1,movimiento_lineal,0.0,6.9,100.0,206.9,-0.1,3.1434,0.14340000000000003,3.0434,240.0,True
333,8,G1,movimiento_lineal,0.0,6.8,100.0,206.8,-0.1,3.1398,0.13980000000000004,3.0398,240.0,True
334,8,G1,movimiento_lineal,0.0,6.7,100.0,206.7,-0.1,3.1362,0.1362,3.0362,240.0,True
335,8,G1,movimiento_lineal,0.0,6.6,100.0,206.6,-0.1,3.1326,0.1326,3.0326,240.0,True
336,8,G1,movimiento_lineal,0.0,6.5,100.0,206.5,-0.1,3.129,0.129,3.029,240.0,True
337,8,G1,movimiento_lineal,0.0,6.4,100.0,206.4,-0.1,3.1254,0.1254,3.0254,240.0,True
338,8,G1,movimiento_lineal,0.0,6.3,100.0,206.3,-0.1,3.1218,0.12180000000000003,3.0218,240.0,True
339,8,G1,movimiento_lineal,0.0,6.2,100.0,206.2,-0.1,3.1182,0.11819999999999999,3.0181999999999998,240.0,True
340,8,G1,movimiento_lineal,0.0,6.1,100.0,206.1,-0.1,3.1146,0.11460000000000001,3.0145999999999997,240.0,True
341,8,G1,movimiento_lineal,0.0,6.0,100.0,206.0,-0.1,3.111,0.11100000000000002,3.011,240.0,True
342,8,G1,movimiento_lineal,0.0,5.9,100.0,205.9,-0.1,3.1074,0.10740000000000002,3.0074,240.0,True
343,8,G1,movimiento_lineal,0.0,5.8,100.0,205.8,-0.1,3.1038,0.10380000000000003,3.0038,240.0,True
344,8,G1,movimiento_lineal,0.0,5.7,100.0,205.7,-0.1,3.1002,0.10019999999999998,3.0002,240.0,True
345,8,G1,movimiento_lineal,0.0,5.6,100.0,205.6,-0.1,3.0966,0.09659999999999999,2.9966,240.0,True
346,8,G1,movimiento_lineal,0.0,5.5,100.0,205.5,-0.1,3.093,0.093,2.993,240.0,True
347,8,G1,movimiento_lineal,0.0,5.4,100.0,205.4,-0.1,3.0894,0.08940000000000001,2.9894,240.0,True
348,8,G1,movimiento_lineal,0.0,5.3,100.0,205.3,-0.1,3.0858,0.08580000000000003,2.9858,240.0,True
349,8,G1,movimiento_lineal,0.0,5.2,100.0,205.2,-0.1,3.0822,0.08219999999999997,2.9821999999999997,240.0,True
350,8,G1,movimiento_lineal,0.0,5.1,100.0,205.1,-0.1,3.0786,0.07859999999999998,2.9785999999999997,240.0,True
351,8,G1,movimiento_lineal,0.0,5.0,100.0,205.0,-0.1,3.075,0.075,2.975,240.0,True
352,8,G1,movimiento_lineal,0.0,4.9,100.0,204.9,-0.1,3.0726,0.0726,2.9726,240.0,True
353,8,G1,movimiento_lineal,0.0,4.8,100.0,204.8,-0.1,3.0702,0.0702,2.9701999999999997,240.0,True
354,8,G1,movimiento_lineal,0.0,4.7,100.0,204.7,-0.1,3.0678,0.0678,2.9678,240.0,True
355,8,G1,movimiento_lineal,0.0,4.6,100.0,204.6,-0.1,3.0654,0.06539999999999999,2.9654,240.0,True
356,8,G1,movimiento_lineal,0.0,4.5,100.0,204.5,-0.1,3.063,0.063,2.963,240.0,True
357,8,G1,movimiento_lineal,0.0,4.4,100.0,204.4,-0.1,3.0606,0.06060000000000001,2.9606,240.0,True
358,8,G1,movimiento_lineal,0.0,4.3,100.0,204.3,-0.1,3.0582,0.0582,2.9581999999999997,240.0,True
359,8,G1,movimiento_lineal,0.0,4.2,100.0,204.2,-0.1,3.0558,0.0558,2.9558,240.0,True
360,8,G1,movimiento_lineal,0.0,4.1,100.0,204.1,-0.1,3.0534,0.053399999999999996,2.9534,240.0,True
361,8,G1,movimiento_lineal,0.0,4.0,100.0,204.0,-0.1,3.051,0.051000000000000004,2.951,240.0,True
362,8,G1,movimiento_lineal,0.0,3.9000000000000004,100.0,203.9,-0.1,3.0486,0.048600000000000004,2.9486,240.0,True
363,8,G1,movimiento_lineal,0.0,3.8,100.0,203.8,-0.1,3.0462,0.04619999999999999,2.9461999999999997,240.0,True
364,8,G1,movimiento_lineal,0.0,3.7,100.0,203.7,-0.1,3.0438,0.043800000000000006,2.9438,240.0,True
365,8,G1,movimiento_lineal,0.0,3.5999999999999996,100.0,203.6,-0.1,3.0414,0.04139999999999999,2.9414,240.0,True
366,8,G1,movimiento_lineal,0.0,3.5,100.0,203.5,-0.1,3.039,0.03900000000000001,2.939,240.0,True
367,8,G1,movimiento_lineal,0.0,3.4000000000000004,100.0,203.4,-0.1,3.0366,0.03660000000000001,2.9366,240.0,True
368,8,G1,movimiento_lineal,0.0,3.3,100.0,203.3,-0.1,3.0342,0.034199999999999994,2.9341999999999997,240.0,True
369,8,G1,movimiento_lineal,0.0,3.2,100.0,203.2,-0.1,3.0318,0.03180000000000001,2.9318,240.0,True
370,8,G1,movimiento_lineal,0.0,3.0999999999999996,100.0,203.1,-0.1,3.0294,0.029399999999999992,2.9294,240.0,True
371,8,G1,movimiento_lineal,0.0,3.0,100.0,203.0,-0.1,3.027,0.027000000000000003,2.927,240.0,True
372,8,G1,movimiento_lineal,0.0,2.9000000000000004,100.0,202.9,-0.1,3.0258,0.025800000000000007,2.9257999999999997,240.0,True
373,8,G1,movimiento_lineal,0.0,2.8,100.0,202.8,-0.1,3.0246,0.024600000000000004,2.9246,240.0,True
374,8,G1,movimiento_lineal,0.0,2.7,100.0,202.7,-0.1,3.0234,0.023400000000000004,2.9234,240.0,True
375,8,G1,movimiento_lineal,0.0,2.5999999999999996,100.0,202.6,-0.1,3.0221999999999998,0.022199999999999998,2.9221999999999997,240.0,True
376,8,G1,movimiento_lineal,0.0,2.5,100.0,202.5,-0.1,3.021,0.021000000000000005,2.921,240.0,True
377,8,G1,movimiento_lineal,0.0,2.4000000000000004,100.0,202.4,-0.1,3.0198,0.019800000000000005,2.9198,240.0,True
378,8,G1,movimiento_lineal,0.0,2.3,100.0,202.3,-0.1,3.0186,0.0186,2.9186,240.0,True
379,8,G1,movimiento_lineal,0.0,2.2,100.0,202.2,-0.1,3.0174,0.017400000000000002,2.9173999999999998,240.0,True
380,8,G1,movimiento_lineal,0.0,2.0999999999999996,100.0,202.1,-0.1,3.0162,0.0162,2.9162,240.0,True
381,8,G1,movimiento_lineal,0.0,2.0,100.0,202.0,-0.1,3.015,0.015000000000000001,2.915,240.0,True
382,8,G1,movimiento_lineal,0.0,1.9000000000000004,100.0,201.9,-0.1,3.0138,0.013800000000000007,2.9137999999999997,240.0,True
383,8,G1,movimiento_lineal,0.0,1.7999999999999998,100.0,201.8,-0.1,3.0126,0.0126,2.9126,240.0,True
384,8,G1,movimiento_lineal,0.0,1.7000000000000002,100.0,201.7,-0.1,3.0114,0.011400000000000004,2.9114,240.0,True
385,8,G1,movimiento_lineal,0.0,1.5999999999999996,100.0,201.6,-0.1,3.0102,0.010199999999999997,2.9102,240.0,True
386,8,G1,movimiento_lineal,0.0,1.5,100.0,201.5,-0.1,3.009,0.009000000000000001,2.909,240.0,True
387,8,G1,movimiento_lineal,0.0,1.4000000000000004,100.0,201.4,-0.1,3.0078,0.007800000000000005,2.9078,240.0,True
388,8,G1,movimiento_lineal,0.0,1.2999999999999998,100.0,201.3,-0.1,3.0066,0.006599999999999998,2.9066,240.0,True
389,8,G1,movimiento_lineal,0.0,1.2000000000000002,100.0,201.2,-0.1,3.0054,0.005400000000000002,2.9053999999999998,240.0,True
390,8,G1,movimiento_lineal,0.0,1.0999999999999996,100.0,201.1,-0.1,3.0042,0.004199999999999995,2.9042,240.0,True
391,8,G1,movimiento_lineal,0.0,1.0,100.0,201.0,-0.1,3.003,0.003,2.903,240.0,True
392,8,G1,movimiento_lineal,0.0,0.9000000000000004,100.0,200.9,-0.1,3.003,0.003,2.903,240.0,True
393,8,G1,movimiento_lineal,0.0,0.7999999999999998,100.0,200.8,-0.1,3.003,0.003,2.903,240.0,True
394,8,G1,movimiento_lineal,0.0,0.7000000000000002,100.0,200.7,-0.1,3.003,0.003,2.903,240.0,True
395,8,G1,movimiento_lineal,0.0,0.5999999999999996,100.0,200.6,-0.1,3.003,0.003,2.903,240.0,True
396,8,G1,movimiento_lineal,0.0,0.5,100.0,200.5,-0.1,3.003,0.003,2.903,240.0,True
397,8,G1,movimiento_lineal,0.0,0.40000000000000036,100.0,200.4,-0.1,3.003,0.003,2.903,240.0,True
398,8,G1,movimiento_lineal,0.0,0.2999999999999998,100.0,200.3,-0.1,3.003,0.003,2.903,240.0,True
399,8,G1,movimiento_lineal,0.0,0.20000000000000018,100.0,200.2,-0.1,3.003,0.003,2.903,240.0,True
400,8,G1,movimiento_lineal,0.0,0.09999999999999964,100.0,200.1,-0.1,3.003,0.003,2.903,240.0,True
401,8,G1,movimiento_lineal,0.0,0.0,100.0,200.0,-0.1,3.003,0.003,2.903,240.0,True
